incident_id,incident_title,incident_date,paused_at,incident_description,loss_usd,chain,source_link,b_safe_layer,b_safe_risk_category,technical_footprint,attacker_type,recovery_status,time_to_discovery_days,impact_score,likelihood_score,detectability_score,composite_risk_score
138,20211231_VesperFinance_S,2021-12-31,2022-12-31 12:33:00,"On December 31, the official report, Vesper Finance stated that the №23 lending pool...",1000000,Ethereum,https://twitter.com/VesperFi/status/1476713007526957065,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by PeckShield"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""TWAP Oracle"", ""economic_exploit_vectors"": [""Flash Loan"", ""Liquidity Manipulation""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,365,3,4,4,2.7
139,20200623_DMM_S,2020-06-23,,DMM Twitter said that during $DMG public sale today...,40000,Ethereum,https://twitter.com/DMMDAO/status/1275244345549938693,AUX,AUX-4: Social Engineering,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Applicable"", ""key_management"": ""Not Applicable"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Social Engineering""}",Blackhat,Funds Lost,,1,3,5,1.2
140,20210314_Roll_CSR,2021-03-14,2021-03-14 18:19:00,The tokens were taken from a Roll hot wallet...,5700000,Ethereum,https://www.rekt.news/roll-rekt/,AUX,AUX-1: Private Key Compromise,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""Centralized Custody"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Private Key Compromise""}",Blackhat,Funds Lost,0,3,2,5,1.8
141,20200922_UniCat_S,2020-09-22,,"According to ZenGo researcher Alex Manuskin, at least one of its users lost more than $140,000...",190000,Ethereum,https://cointelegraph.com/news/many-yield-farmers-lost-more-than-they-bargained-for-when-they-trusted-this-defi-dev,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,2,5,5,2.5
141,20200922_UniCat_S,2020-09-22,,"According to ZenGo researcher Alex Manuskin, at least one of its users lost more than $140,000 worth of Uniswap's UNI tokens even after they removed their funds from the protocol. Other users lost about $50,000 more.",190000,Ethereum,https://decrypt.co/43927/ethereum-user-scammed-for-140000-in-uniswap-uni-tokens,SC,SC-6: Malicious Code/Backdoor,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Smart Contract Bug""}",Insider,Funds Lost,,2,5,5,2.5
141,20200922_UniCat_S,2020-09-22,,"According to ZenGo researcher Alex Manuskin, at least one of its users lost more than $140,000 worth of Uniswap's UNI tokens even after they removed their funds from the protocol. Other users lost about $50,000 more.",190000,Ethereum,https://twitter.com/amanusk_/status/1313070958794727430,SC,SC-6: Malicious Code/Backdoor,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Smart Contract Bug""}",Insider,Funds Lost,,2,5,5,2.5
141,20200922_UniCat_S,2020-09-22,,"According to ZenGo researcher Alex Manuskin, at least one of its users lost more than $140,000 worth of Uniswap's UNI tokens even after they removed their funds from the protocol. Other users lost about $50,000 more.",190000,Ethereum,https://www.zengo.com/unicats-go-phishing/,SC,SC-6: Malicious Code/Backdoor,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Smart Contract Bug""}",Insider,Funds Lost,,2,5,5,2.5
142,20211028_AnubisDAO_S,2021-10-28,,Investors claim that the creators of a newly-launched dog coin project defrauded them out of a combined total of $60 million in ETH after the funds vanished from the project’s liquidity pool.,58300000,Ethereum,https://decrypt.co/84924/anubisdao-investors-lose-60-million-in-alleged-rug-pull,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,4,5,5,3.5
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
143,20200926_GemSwap_S,2020-09-26,,"On September 26, the SushiSwap imitation project named GemSwap was exposed and LP was taken away...",1300000,Ethereum,https://twitter.com/CryptoCulgin/status/1310922743555080192,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,3,5,5,3
144,20210520_PancakeBunny_CSR,2021-05-20,2021-05-20 16:14:00,"This incident was due to a bug in the protocol that uses the AMM-based oracle, i.e., PancakeSwap, to measure the price of specific PancakeSwap LPs (BNB-BUSDT/BNB-BUNNY).",45000000,BNB Chain,https://pancakebunny.medium.com/hello-bunny-fam-a7bf0c7a07ba,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by Haechi"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,0,4,4,4,3.2
144,20210520_PancakeBunny_CSR,2021-05-20,2021-05-20 16:14:00,"This incident was due to a bug in the protocol that uses the AMM-based oracle, i.e., PancakeSwap, to measure the price of specific PancakeSwap LPs (BNB-BUSDT/BNB-BUNNY).",45000000,BNB Chain,https://peckshield.medium.com/pancakebunny-incident-root-cause-analysis-7099f413cc9b,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by Haechi"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,0,4,4,4,3.2
144,20210520_PancakeBunny_CSR,2021-05-20,2021-05-20 16:14:00,"This incident was due to a bug in the protocol that uses the AMM-based oracle, i.e., PancakeSwap, to measure the price of specific PancakeSwap LPs (BNB-BUSDT/BNB-BUNNY).",45000000,BNB Chain,https://rekt.news/pancakebunny-rekt/,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by Haechi"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,0,4,4,4,3.2
144,20210520_PancakeBunny_CSR,2021-05-20,2021-05-20 16:14:00,"This incident was due to a bug in the protocol that uses the AMM-based oracle, i.e., PancakeSwap, to measure the price of specific PancakeSwap LPs (BNB-BUSDT/BNB-BUNNY).",45000000,BNB Chain,https://slowmist.medium.com/slowmist-pancakebunny-hack-analysis-4a708e284693,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Audited by Haechi"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,0,4,4,4,3.2
145,20210619_VisorFinance_S,2021-06-19,2021-06-19 15:34:00,The attacker had obtained access to an account that managed some of the Hypervisor admin functions...,500000,Ethereum,https://medium.com/visorfinance/visor-beta-incident-report-1b2521b9266,AUX,AUX-1: Private Key Compromise,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Private Key Compromise""}",Insider,Funds Lost,0,2,3,5,1.7
146,20201030_EtherCrash_S,2020-10-30,,the EtherCrash cold wallet that claimed to be 'the most mature and largest gambling game in Ethereum' was stolen...,2500000,Ethereum,https://itwire.com/business-it-news/security/ethereum-gambling-game-loses-us$2-5m-in-alleged-inside-job.html,AUX,AUX-1: Private Key Compromise,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""Centralized Custody"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Private Key Compromise""}",Insider,Funds Lost,,3,2,5,1.8
147,20220411_MaxAPYFinance_S,2022-04-11,,"PeckShield has detected @MaxAPYFinance rugged. MaxAPY contract owner transfers ~ 1,042 BNB( 440k)",440000,BNB Chain,https://twitter.com/PeckShieldAlert/status/1516676658350428160,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,2,5,5,2.5
148,20211126_VisorFinance_S,2021-11-26,2021-11-27 22:13:00,The malicious contract carried out its attack in repeated operations of diminishing returns...,975720,Ethereum,https://github.com/GammaStrategies/uniswapv3-risk-mitigation/blob/main/Notes%20on%20Uniswap%20v3%20Risk%20Mitigation.md,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Liquidity Manipulation""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,1,2,4,4,2.2
148,20211126_VisorFinance_S,2021-11-26,2021-11-27 22:13:00,The malicious contract carried out its attack in repeated operations of diminishing returns...,975720,Ethereum,https://github.com/GammaStrategies/uniswapv3-risk-mitigation/blob/main/Notes%20on%20Uniswap%20v3%20Risk%20Mitigation.md,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Liquidity Manipulation""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,1,2,4,4,2.2
149,20200920_SodaFinance_S,2020-09-20,2020-09-20 14:35:00,"Soda.Finance was hacked by malicious actors, who subsequently liquidated over 400 ETH (around $160,000) from the Soda loan pool.",160000,Ethereum,https://anchainai.medium.com/soda-finance-hack-could-formal-verification-have-prevented-it-code-included-71b6e9f94ea5,SC,SC-5: Missing Input Validation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Blackhat,Funds Lost,0,2,4,2,2.4
150,20210808_Zerogoki_S,2021-08-08,,Zerogoki was attacked due to compromised price oracle...,670000,Ethereum,https://blocksecteam.medium.com/the-analysis-of-the-zerogoki-attack-da4e0807b184,AUX,AUX-1: Private Key Compromise,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Custom Oracle"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Private Key Compromise""}",Blackhat,Funds Lost,,2,2,5,1.3
151,20200915_Bantiample_S,2020-09-15,,"The Bantiample team, a project on the Binance Smart Chain, has cashed out 3000 BNB to run away.",83000,BNB Chain,https://www.quadrigainitiative.com/casestudy/bantiampleexitscam.php,AUX,AUX-3: Malicious Actor/Insider,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [""Unverified Contract""], ""vulnerability_source"": ""Centralization/Backdoor""}",Insider,Funds Lost,,1,5,5,2
152,20190625_Synthetix_S,2019-06-25,2019-06-25 11:13:00,Synthetix founder Kain Warwick announced that an error that netted one legitimate user over $1 billion in profit has been fixed...,1000000000,Ethereum,https://blog.synthetix.io/response-to-oracle-incident/,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by Sigma Prime"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Chainlink Feed"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Operational Error""}",Whitehat,Funds Recovered,0,5,2,5,2.8
152,20190625_Synthetix_S,2019-06-25,2019-06-25 11:13:00,Synthetix founder Kain Warwick announced that an error that netted one legitimate user over $1 billion in profit has been fixed...,1000000000,Ethereum,https://twitter.com/kaiynne/status/1143478779764862977,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by Sigma Prime"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Chainlink Feed"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Operational Error""}",Whitehat,Funds Recovered,0,5,2,5,2.8
152,20190625_Synthetix_S,2019-06-25,2019-06-25 11:13:00,Synthetix founder Kain Warwick announced that an error that netted one legitimate user over $1 billion in profit has been fixed...,1000000000,Ethereum,https://www.coindesk.com/synthetix-trader-rolls-back-broken-trades-that-netted-1-billion-profit,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by Sigma Prime"", ""key_management"": ""DAO Governance"", ""oracle_dependency"": ""Chainlink Feed"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Operational Error""}",Whitehat,Funds Recovered,0,5,2,5,2.8
153,20211001_AutoSharkFinance_S,2021-10-01,,On Friday Autoshark was the subject of an attempted flash loan exploit...,580000,BNB Chain,https://twitter.com/peckshield/status/1454026801869590529,PRO,PRO-2: Oracle Manipulation,"{""chain"": ""BNB Chain"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""PoS-DPoS"", ""audit_status"": ""Not Audited"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Spot Price from DEX"", ""economic_exploit_vectors"": [""Flash Loan""], ""code_level_defenses"": [], ""vulnerability_source"": ""Economic Design Flaw""}",Blackhat,Funds Lost,,2,4,4,2.2
154,20200111_Fulcrum_C,2020-01-11,,"1Inch team said that 'All started on January 11, 2020, when Fulcrum team released their own Flash Loans feature...'",0,Ethereum,https://blog.1inch.io/yes-we-hacked-bzx-fulcrum-but-one-month-ago-3f7e5c437ee3,SC,SC-5: Missing Input Validation,"{""chain"": ""Ethereum"", ""platform_type"": ""EVM"", ""consensus_mechanism"": ""Proof-of-Work"", ""audit_status"": ""Audited by PeckShield"", ""key_management"": ""EOA"", ""oracle_dependency"": ""Not Applicable"", ""economic_exploit_vectors"": [], ""code_level_defenses"": [], ""vulnerability_source"": ""Smart Contract Bug""}",Whitehat,Not Applicable,,1,3,2,1.5
